Region,iso3,age,female,urban,edu,year,varnum,v34_type,v34_type_desc,Median,country name
SSA,TGO,999.0,999,999,999,2018,34,2,2: Macronutrients,13.6642757242663,Togo
Asia,THA,999.0,999,999,999,2018,34,2,2: Macronutrients,7.82331536588048,Thailand
FSU,TJK,999.0,999,999,999,2018,34,2,2: Macronutrients,7.61301498685773,Tajikistan
FSU,TKM,999.0,999,999,999,2018,34,2,2: Macronutrients,13.6444106056925,Turkmenistan
Asia,TLS,999.0,999,999,999,2018,34,2,2: Macronutrients,8.11868343557923,Timor-Leste
Asia,TON,999.0,999,999,999,2018,34,2,2: Macronutrients,8.68424098885191,Tonga
LAC,TTO,999.0,999,999,999,2018,34,2,2: Macronutrients,8.46395535057311,Trinidad and Tobago
MENA,TUN,999.0,999,999,999,2018,34,2,2: Macronutrients,40.0584070891382,Tunisia
MENA,TUR,999.0,999,999,999,2018,34,2,2: Macronutrients,22.746661447154,Turkey
SSA,TZA,999.0,999,999,999,2018,34,2,2: Macronutrients,15.1246673215468,Tanzania
SSA,UGA,999.0,999,999,999,2018,34,2,2: Macronutrients,15.8970695479913,Uganda
FSU,UKR,999.0,999,999,999,2018,34,2,2: Macronutrients,21.8457338749497,Ukraine
LAC,URY,999.0,999,999,999,2018,34,2,2: Macronutrients,35.4031646440865,Uruguay
HIC,USA,999.0,999,999,999,2018,34,2,2: Macronutrients,13.8008044565395,United States
FSU,UZB,999.0,999,999,999,2018,34,2,2: Macronutrients,21.0361650207257,Uzbekistan
LAC,VCT,999.0,999,999,999,2018,34,2,2: Macronutrients,20.9728579616321,Saint Vincent and the Grenadines
LAC,VEN,999.0,999,999,999,2018,34,2,2: Macronutrients,7.04613939307159,Venezuela
Asia,VNM,999.0,999,999,999,2018,34,2,2: Macronutrients,6.45550540570264,Vietnam
Asia,VUT,999.0,999,999,999,2018,34,2,2: Macronutrients,15.8687018832164,Vanuatu
Asia,WSM,999.0,999,999,999,2018,34,2,2: Macronutrients,20.5988828686314,Samoa
MENA,YEM,999.0,999,999,999,2018,34,2,2: Macronutrients,18.3206839045758,Yemen
SSA,ZAF,999.0,999,999,999,2018,34,2,2: Macronutrients,19.4513396291703,South Africa
SSA,ZMB,999.0,999,999,999,2018,34,2,2: Macronutrients,19.9288524652463,Zambia
SSA,ZWE,999.0,999,999,999,2018,34,2,2: Macronutrients,17.5167277332808,Zimbabwe
