Region,iso3,age,female,urban,edu,year,varnum,v36_type,v36_type_desc,Median,country name
Asia,KIR,999.0,999,999,999,2018,36,3,3: Micronutrients,541.654340333287,Kiribati
Asia,KOR,999.0,999,999,999,2018,36,3,3: Micronutrients,496.389925222271,South Korea
MENA,KWT,999.0,999,999,999,2018,36,3,3: Micronutrients,686.220257851017,Kuwait
Asia,LAO,999.0,999,999,999,2018,36,3,3: Micronutrients,317.187927522747,Laos
MENA,LBN,999.0,999,999,999,2018,36,3,3: Micronutrients,1194.60305407054,Lebanon
SSA,LBR,999.0,999,999,999,2018,36,3,3: Micronutrients,535.734674443792,Liberia
MENA,LBY,999.0,999,999,999,2018,36,3,3: Micronutrients,544.218148808592,Libya
LAC,LCA,999.0,999,999,999,2018,36,3,3: Micronutrients,544.72273716219,Saint Lucia
SAARC,LKA,999.0,999,999,999,2018,36,3,3: Micronutrients,487.335280993749,Sri Lanka
SSA,LSO,999.0,999,999,999,2018,36,3,3: Micronutrients,546.795519535813,Lesotho
FSU,LTU,999.0,999,999,999,2018,36,3,3: Micronutrients,908.578919208076,Lithuania
HIC,LUX,999.0,999,999,999,2018,36,3,3: Micronutrients,761.027364317582,Luxembourg
FSU,LVA,999.0,999,999,999,2018,36,3,3: Micronutrients,823.096494577625,Latvia
MENA,MAR,999.0,999,999,999,2018,36,3,3: Micronutrients,574.210746809305,Morocco
FSU,MDA,999.0,999,999,999,2018,36,3,3: Micronutrients,639.99077020393,Moldova
SSA,MDG,999.0,999,999,999,2018,36,3,3: Micronutrients,269.302538692922,Madagascar
SAARC,MDV,999.0,999,999,999,2018,36,3,3: Micronutrients,509.334478055519,Maldives
LAC,MEX,999.0,999,999,999,2018,36,3,3: Micronutrients,915.649950768767,Mexico
Asia,MHL,999.0,999,999,999,2018,36,3,3: Micronutrients,534.625873671247,Marshall Islands
FSU,MKD,999.0,999,999,999,2018,36,3,3: Micronutrients,836.492548369124,Macedonia
SSA,MLI,999.0,999,999,999,2018,36,3,3: Micronutrients,525.83050950025,Mali
HIC,MLT,999.0,999,999,999,2018,36,3,3: Micronutrients,1003.67243046094,Malta
Asia,MMR,999.0,999,999,999,2018,36,3,3: Micronutrients,523.790412664411,Myanmar
FSU,MNE,999.0,999,999,999,2018,36,3,3: Micronutrients,1163.39174040438,Montenegro
FSU,MNG,999.0,999,999,999,2018,36,3,3: Micronutrients,774.268937709471,Mongolia
SSA,MOZ,999.0,999,999,999,2018,36,3,3: Micronutrients,364.964003118751,Mozambique
SSA,MRT,999.0,999,999,999,2018,36,3,3: Micronutrients,487.114425546454,Mauritania
SSA,MUS,999.0,999,999,999,2018,36,3,3: Micronutrients,514.635605877409,Mauritius
SSA,MWI,999.0,999,999,999,2018,36,3,3: Micronutrients,473.140714084857,Malawi
Asia,MYS,999.0,999,999,999,2018,36,3,3: Micronutrients,554.115465240323,Malaysia
SSA,NAM,999.0,999,999,999,2018,36,3,3: Micronutrients,463.211338850563,Namibia
SSA,NER,999.0,999,999,999,2018,36,3,3: Micronutrients,426.767417318543,Niger
SSA,NGA,999.0,999,999,999,2018,36,3,3: Micronutrients,419.760787374096,Nigeria
LAC,NIC,999.0,999,999,999,2018,36,3,3: Micronutrients,830.793961884969,Nicaragua
HIC,NLD,999.0,999,999,999,2018,36,3,3: Micronutrients,958.582372029981,Netherlands
HIC,NOR,999.0,999,999,999,2018,36,3,3: Micronutrients,701.917971859831,Norway
SAARC,NPL,999.0,999,999,999,2018,36,3,3: Micronutrients,364.119312602421,Nepal
HIC,NZL,999.0,999,999,999,2018,36,3,3: Micronutrients,626.764438057912,New Zealand
MENA,OMN,999.0,999,999,999,2018,36,3,3: Micronutrients,764.016045146664,Oman
SAARC,PAK,999.0,999,999,999,2018,36,3,3: Micronutrients,427.878553742235,Pakistan
LAC,PAN,999.0,999,999,999,2018,36,3,3: Micronutrients,687.272732956589,Panama
LAC,PER,999.0,999,999,999,2018,36,3,3: Micronutrients,791.91264123713,Peru
Asia,PHL,999.0,999,999,999,2018,36,3,3: Micronutrients,627.626443377808,Philippines
Asia,PNG,999.0,999,999,999,2018,36,3,3: Micronutrients,514.546162276638,Papua New Guinea
FSU,POL,999.0,999,999,999,2018,36,3,3: Micronutrients,595.734211866325,Poland
HIC,PRT,999.0,999,999,999,2018,36,3,3: Micronutrients,776.962821244579,Portugal
LAC,PRY,999.0,999,999,999,2018,36,3,3: Micronutrients,702.51897936166,Paraguay
MENA,PSE,999.0,999,999,999,2018,36,3,3: Micronutrients,2791.64952043393,
MENA,QAT,999.0,999,999,999,2018,36,3,3: Micronutrients,782.019760487379,Qatar
FSU,ROU,999.0,999,999,999,2018,36,3,3: Micronutrients,1013.37469376267,Romania
FSU,RUS,999.0,999,999,999,2018,36,3,3: Micronutrients,747.08312459499,Russia
SSA,RWA,999.0,999,999,999,2018,36,3,3: Micronutrients,514.187100545558,Rwanda
MENA,SAU,999.0,999,999,999,2018,36,3,3: Micronutrients,582.936133739397,Saudi Arabia
SSA,SDN,999.0,999,999,999,2018,36,3,3: Micronutrients,505.13878609385,Sudan
SSA,SEN,999.0,999,999,999,2018,36,3,3: Micronutrients,428.59041032957,Senegal
Asia,SGP,999.0,999,999,999,2018,36,3,3: Micronutrients,424.795109483552,Singapore
Asia,SLB,999.0,999,999,999,2018,36,3,3: Micronutrients,539.384165183292,Solomon Islands
SSA,SLE,999.0,999,999,999,2018,36,3,3: Micronutrients,535.079719258685,Sierra Leone
LAC,SLV,999.0,999,999,999,2018,36,3,3: Micronutrients,682.255151697687,El Salvador
FSU,SRB,999.0,999,999,999,2018,36,3,3: Micronutrients,1059.35697073168,Serbia
SSA,SSD,999.0,999,999,999,2018,36,3,3: Micronutrients,456.878868183872,South Sudan
SSA,STP,999.0,999,999,999,2018,36,3,3: Micronutrients,534.025083818228,Sao Tome and Principe
LAC,SUR,999.0,999,999,999,2018,36,3,3: Micronutrients,663.508401738289,Suriname
FSU,SVK,999.0,999,999,999,2018,36,3,3: Micronutrients,647.335651379576,Slovakia
FSU,SVN,999.0,999,999,999,2018,36,3,3: Micronutrients,610.496233114836,Slovenia
HIC,SWE,999.0,999,999,999,2018,36,3,3: Micronutrients,820.710556898479,Sweden
SSA,SWZ,999.0,999,999,999,2018,36,3,3: Micronutrients,374.276953180056,Eswatini
SSA,SYC,999.0,999,999,999,2018,36,3,3: Micronutrients,474.763518785807,Seychelles
MENA,SYR,999.0,999,999,999,2018,36,3,3: Micronutrients,737.940236592446,Syria
SSA,TCD,999.0,999,999,999,2018,36,3,3: Micronutrients,527.843670062102,Chad
SSA,TGO,999.0,999,999,999,2018,36,3,3: Micronutrients,535.770723552499,Togo
Asia,THA,999.0,999,999,999,2018,36,3,3: Micronutrients,414.418342730411,Thailand
FSU,TJK,999.0,999,999,999,2018,36,3,3: Micronutrients,669.263910937969,Tajikistan
FSU,TKM,999.0,999,999,999,2018,36,3,3: Micronutrients,737.391481879286,Turkmenistan
Asia,TLS,999.0,999,999,999,2018,36,3,3: Micronutrients,530.975702237921,Timor-Leste
Asia,TON,999.0,999,999,999,2018,36,3,3: Micronutrients,534.853130397338,Tonga
LAC,TTO,999.0,999,999,999,2018,36,3,3: Micronutrients,248.981534799679,Trinidad and Tobago
MENA,TUN,999.0,999,999,999,2018,36,3,3: Micronutrients,469.344864451422,Tunisia
MENA,TUR,999.0,999,999,999,2018,36,3,3: Micronutrients,607.324131880366,Turkey
Asia,TWN,999.0,999,999,999,2018,36,3,3: Micronutrients,684.455341708639,
SSA,TZA,999.0,999,999,999,2018,36,3,3: Micronutrients,465.130723096893,Tanzania
SSA,UGA,999.0,999,999,999,2018,36,3,3: Micronutrients,527.9924296275,Uganda
FSU,UKR,999.0,999,999,999,2018,36,3,3: Micronutrients,625.698406013568,Ukraine
LAC,URY,999.0,999,999,999,2018,36,3,3: Micronutrients,899.703169606642,Uruguay
HIC,USA,999.0,999,999,999,2018,36,3,3: Micronutrients,918.5519376643612,United States
FSU,UZB,999.0,999,999,999,2018,36,3,3: Micronutrients,740.133544126043,Uzbekistan
LAC,VCT,999.0,999,999,999,2018,36,3,3: Micronutrients,821.833223305104,Saint Vincent and the Grenadines
LAC,VEN,999.0,999,999,999,2018,36,3,3: Micronutrients,706.34789874282,Venezuela
Asia,VNM,999.0,999,999,999,2018,36,3,3: Micronutrients,536.468902175135,Vietnam
Asia,VUT,999.0,999,999,999,2018,36,3,3: Micronutrients,538.054528019213,Vanuatu
Asia,WSM,999.0,999,999,999,2018,36,3,3: Micronutrients,438.414974331227,Samoa
MENA,YEM,999.0,999,999,999,2018,36,3,3: Micronutrients,559.327191835698,Yemen
SSA,ZAF,999.0,999,999,999,2018,36,3,3: Micronutrients,408.053304782869,South Africa
SSA,ZMB,999.0,999,999,999,2018,36,3,3: Micronutrients,531.293724983421,Zambia
SSA,ZWE,999.0,999,999,999,2018,36,3,3: Micronutrients,442.611893360092,Zimbabwe
